"Pathway_Code","Pathway_Name","Gene"
"mTORC1","mTORC1 signaling pathway","CDC25A"
"mTORC1","mTORC1 signaling pathway","CDKN1A"
"mTORC1","mTORC1 signaling pathway","CFP"
"mTORC1","mTORC1 signaling pathway","COPS5"
"mTORC1","mTORC1 signaling pathway","CORO1A"
"mTORC1","mTORC1 signaling pathway","CTH"
"mTORC1","mTORC1 signaling pathway","CTSC"
"mTORC1","mTORC1 signaling pathway","CXCR4"
"mTORC1","mTORC1 signaling pathway","CYB5B"
"mTORC1","mTORC1 signaling pathway","CYP51A1"
"mTORC1","mTORC1 signaling pathway","DAPP1"
"mTORC1","mTORC1 signaling pathway","DDIT3"
"mTORC1","mTORC1 signaling pathway","DDIT4"
"mTORC1","mTORC1 signaling pathway","DDX39A"
"mTORC1","mTORC1 signaling pathway","DHCR24"
"mTORC1","mTORC1 signaling pathway","DHCR7"
"mTORC1","mTORC1 signaling pathway","DHFR"
"mTORC1","mTORC1 signaling pathway","EBP"
"mTORC1","mTORC1 signaling pathway","EDEM1"
"mTORC1","mTORC1 signaling pathway","EEF1E1"
"mTORC1","mTORC1 signaling pathway","EGLN3"
"mTORC1","mTORC1 signaling pathway","EIF2S2"
"mTORC1","mTORC1 signaling pathway","ELOVL5"
"mTORC1","mTORC1 signaling pathway","ELOVL6"
"mTORC1","mTORC1 signaling pathway","ENO1"
"mTORC1","mTORC1 signaling pathway","EPRS1"
"mTORC1","mTORC1 signaling pathway","ERO1A"
"mTORC1","mTORC1 signaling pathway","ETF1"
"mTORC1","mTORC1 signaling pathway","FADS1"
"mTORC1","mTORC1 signaling pathway","FADS2"
"mTORC1","mTORC1 signaling pathway","FDXR"
"mTORC1","mTORC1 signaling pathway","FGL2"
"mTORC1","mTORC1 signaling pathway","FKBP2"
"mTORC1","mTORC1 signaling pathway","G6PD"
"mTORC1","mTORC1 signaling pathway","GAPDH"
"mTORC1","mTORC1 signaling pathway","GBE1"
"mTORC1","mTORC1 signaling pathway","GCLC"
"mTORC1","mTORC1 signaling pathway","GGA2"
"mTORC1","mTORC1 signaling pathway","GLA"
"mTORC1","mTORC1 signaling pathway","GLRX"
"mTORC1","mTORC1 signaling pathway","GMPS"
"mTORC1","mTORC1 signaling pathway","GOT1"
"mTORC1","mTORC1 signaling pathway","GPI"
"mTORC1","mTORC1 signaling pathway","GSK3B"
"mTORC1","mTORC1 signaling pathway","GSR"
"mTORC1","mTORC1 signaling pathway","GTF2H1"
"mTORC1","mTORC1 signaling pathway","HK2"
"mTORC1","mTORC1 signaling pathway","HMBS"
"mTORC1","mTORC1 signaling pathway","HMGCR"
"mTORC1","mTORC1 signaling pathway","HMGCS1"
"mTORC1","mTORC1 signaling pathway","HPRT1"
"mTORC1","mTORC1 signaling pathway","HSP90B1"
"mTORC1","mTORC1 signaling pathway","HSPA4"
"mTORC1","mTORC1 signaling pathway","HSPA5"
"mTORC1","mTORC1 signaling pathway","HSPA9"
"mTORC1","mTORC1 signaling pathway","HSPD1"
"mTORC1","mTORC1 signaling pathway","HSPE1"
"mTORC1","mTORC1 signaling pathway","IDH1"
"mTORC1","mTORC1 signaling pathway","IDI1"
"mTORC1","mTORC1 signaling pathway","IFI30"
"mTORC1","mTORC1 signaling pathway","IFRD1"
"mTORC1","mTORC1 signaling pathway","IGFBP5"
"mTORC1","mTORC1 signaling pathway","IMMT"
"mTORC1","mTORC1 signaling pathway","INSIG1"
"mTORC1","mTORC1 signaling pathway","ITGB2"
"mTORC1","mTORC1 signaling pathway","LDHA"
"mTORC1","mTORC1 signaling pathway","LDLR"
"mTORC1","mTORC1 signaling pathway","LGMN"
"mTORC1","mTORC1 signaling pathway","LTA4H"
"mTORC1","mTORC1 signaling pathway","M6PR"
"mTORC1","mTORC1 signaling pathway","MAP2K3"
"mTORC1","mTORC1 signaling pathway","MCM2"
"mTORC1","mTORC1 signaling pathway","MCM4"
"mTORC1","mTORC1 signaling pathway","ME1"
"mTORC1","mTORC1 signaling pathway","MLLT11"
"mTORC1","mTORC1 signaling pathway","MTHFD2"
"mTORC1","mTORC1 signaling pathway","MTHFD2L"
"mTORC1","mTORC1 signaling pathway","NAMPT"
"mTORC1","mTORC1 signaling pathway","NFIL3"
"mTORC1","mTORC1 signaling pathway","NFKBIB"
"mTORC1","mTORC1 signaling pathway","NFYC"
"mTORC1","mTORC1 signaling pathway","NHERF1"
"mTORC1","mTORC1 signaling pathway","NIBAN1"
"mTORC1","mTORC1 signaling pathway","NMT1"
"mTORC1","mTORC1 signaling pathway","NUFIP1"
"mTORC1","mTORC1 signaling pathway","NUP205"
"mTORC1","mTORC1 signaling pathway","NUPR1"
"mTORC1","mTORC1 signaling pathway","P4HA1"
"mTORC1","mTORC1 signaling pathway","PDAP1"
"mTORC1","mTORC1 signaling pathway","PDK1"
"mTORC1","mTORC1 signaling pathway","PFKL"
"mTORC1","mTORC1 signaling pathway","PGK1"
"mTORC1","mTORC1 signaling pathway","PGM1"
"mTORC1","mTORC1 signaling pathway","PHGDH"
"mTORC1","mTORC1 signaling pathway","PIK3R3"
"mTORC1","mTORC1 signaling pathway","PITPNB"
"mTORC1","mTORC1 signaling pathway","PLK1"
"mTORC1","mTORC1 signaling pathway","PLOD2"
"mTORC1","mTORC1 signaling pathway","PNO1"
"mTORC1","mTORC1 signaling pathway","PNP"
"mTORC1","mTORC1 signaling pathway","POLR3G"
"mTORC1","mTORC1 signaling pathway","PPA1"
"mTORC1","mTORC1 signaling pathway","PPIA"
"mTORC1","mTORC1 signaling pathway","PPP1R15A"
"mTORC1","mTORC1 signaling pathway","PRDX1"
"mTORC1","mTORC1 signaling pathway","PSAT1"
"mTORC1","mTORC1 signaling pathway","PSMA3"
"mTORC1","mTORC1 signaling pathway","PSMA4"
"mTORC1","mTORC1 signaling pathway","PSMB5"
"mTORC1","mTORC1 signaling pathway","PSMC2"
"mTORC1","mTORC1 signaling pathway","PSMC4"
"mTORC1","mTORC1 signaling pathway","PSMC6"
"mTORC1","mTORC1 signaling pathway","PSMD12"
"mTORC1","mTORC1 signaling pathway","PSMD13"
"mTORC1","mTORC1 signaling pathway","PSMD14"
"mTORC1","mTORC1 signaling pathway","PSME3"
"mTORC1","mTORC1 signaling pathway","PSMG1"
"mTORC1","mTORC1 signaling pathway","PSPH"
"mTORC1","mTORC1 signaling pathway","QDPR"
"mTORC1","mTORC1 signaling pathway","RAB1A"
"mTORC1","mTORC1 signaling pathway","RDH11"
"mTORC1","mTORC1 signaling pathway","RIT1"
"mTORC1","mTORC1 signaling pathway","RPA1"
"mTORC1","mTORC1 signaling pathway","RPN1"
"mTORC1","mTORC1 signaling pathway","RRM2"
"mTORC1","mTORC1 signaling pathway","RRP9"
"mTORC1","mTORC1 signaling pathway","SC5D"
"mTORC1","mTORC1 signaling pathway","SCD"
"mTORC1","mTORC1 signaling pathway","SDF2L1"
"mTORC1","mTORC1 signaling pathway","SEC11A"
"mTORC1","mTORC1 signaling pathway","SERP1"
"mTORC1","mTORC1 signaling pathway","SERPINH1"
"mTORC1","mTORC1 signaling pathway","SHMT2"
"mTORC1","mTORC1 signaling pathway","SKAP2"
"mTORC1","mTORC1 signaling pathway","SLA"
"mTORC1","mTORC1 signaling pathway","SLC1A4"
"mTORC1","mTORC1 signaling pathway","SLC1A5"
"mTORC1","mTORC1 signaling pathway","SLC2A1"
"mTORC1","mTORC1 signaling pathway","SLC2A3"
"mTORC1","mTORC1 signaling pathway","SLC37A4"
"mTORC1","mTORC1 signaling pathway","SLC6A6"
"mTORC1","mTORC1 signaling pathway","SLC7A11"
"mTORC1","mTORC1 signaling pathway","SLC7A5"
"mTORC1","mTORC1 signaling pathway","SORD"
"mTORC1","mTORC1 signaling pathway","SQLE"
"mTORC1","mTORC1 signaling pathway","SQSTM1"
"mTORC1","mTORC1 signaling pathway","SRD5A1"
"mTORC1","mTORC1 signaling pathway","SSR1"
"mTORC1","mTORC1 signaling pathway","STARD4"
"mTORC1","mTORC1 signaling pathway","STC1"
"mTORC1","mTORC1 signaling pathway","STIP1"
"mTORC1","mTORC1 signaling pathway","SYTL2"
"mTORC1","mTORC1 signaling pathway","TBK1"
"mTORC1","mTORC1 signaling pathway","TCEA1"
"mTORC1","mTORC1 signaling pathway","TES"
"mTORC1","mTORC1 signaling pathway","TFRC"
"mTORC1","mTORC1 signaling pathway","TM7SF2"
"mTORC1","mTORC1 signaling pathway","TMEM97"
"mTORC1","mTORC1 signaling pathway","TOMM40"
"mTORC1","mTORC1 signaling pathway","TPI1"
"mTORC1","mTORC1 signaling pathway","TRIB3"
"mTORC1","mTORC1 signaling pathway","TUBA4A"
"mTORC1","mTORC1 signaling pathway","TUBG1"
"mTORC1","mTORC1 signaling pathway","TXNRD1"
"mTORC1","mTORC1 signaling pathway","UBE2D3"
"mTORC1","mTORC1 signaling pathway","UCHL5"
"mTORC1","mTORC1 signaling pathway","UFM1"
"mTORC1","mTORC1 signaling pathway","UNG"
"mTORC1","mTORC1 signaling pathway","USO1"
"mTORC1","mTORC1 signaling pathway","VLDLR"
"mTORC1","mTORC1 signaling pathway","WARS1"
"mTORC1","mTORC1 signaling pathway","XBP1"
"mTORC1","mTORC1 signaling pathway","YKT6"
"CS","Cellular senescence","AGO1"
"CS","Cellular senescence","AGO3"
"CS","Cellular senescence","AGO4"
"CS","Cellular senescence","BMI1"
"CS","Cellular senescence","CBX2"
"CS","Cellular senescence","CBX4"
"CS","Cellular senescence","CBX6"
"CS","Cellular senescence","CBX8"
"CS","Cellular senescence","CDK4"
"CS","Cellular senescence","CDK6"
"CS","Cellular senescence","CDKN2A"
"CS","Cellular senescence","CDKN2B"
"CS","Cellular senescence","CDKN2C"
"CS","Cellular senescence","CDKN2D"
"CS","Cellular senescence","E2F1"
"CS","Cellular senescence","E2F2"
"CS","Cellular senescence","E2F3"
"CS","Cellular senescence","EED"
"CS","Cellular senescence","EZH2"
"CS","Cellular senescence","FOS"
"CS","Cellular senescence","H2AB1"
"CS","Cellular senescence","H2AC14"
"CS","Cellular senescence","H2AC18"
"CS","Cellular senescence","H2AC19"
"CS","Cellular senescence","H2AC20"
"CS","Cellular senescence","H2AC4"
"CS","Cellular senescence","H2AC6"
"CS","Cellular senescence","H2AC7"
"CS","Cellular senescence","H2AC8"
"CS","Cellular senescence","H2AJ"
"CS","Cellular senescence","H2AX"
"CS","Cellular senescence","H2AZ2"
"CS","Cellular senescence","H2BC1"
"CS","Cellular senescence","H2BC10"
"CS","Cellular senescence","H2BC11"
"CS","Cellular senescence","H2BC12"
"CS","Cellular senescence","H2BC12L"
"CS","Cellular senescence","H2BC13"
"CS","Cellular senescence","H2BC14"
"CS","Cellular senescence","H2BC15"
"CS","Cellular senescence","H2BC17"
"CS","Cellular senescence","H2BC21"
"CS","Cellular senescence","H2BC26"
"CS","Cellular senescence","H2BC3"
"CS","Cellular senescence","H2BC4"
"CS","Cellular senescence","H2BC5"
"CS","Cellular senescence","H2BC6"
"CS","Cellular senescence","H2BC7"
"CS","Cellular senescence","H2BC8"
"CS","Cellular senescence","H2BC9"
"CS","Cellular senescence","H3-3A"
"CS","Cellular senescence","H3-3B"
"CS","Cellular senescence","H3C1"
"CS","Cellular senescence","H3C10"
"CS","Cellular senescence","H3C11"
"CS","Cellular senescence","H3C12"
"CS","Cellular senescence","H3C13"
"CS","Cellular senescence","H3C14"
"CS","Cellular senescence","H3C15"
"CS","Cellular senescence","H3C2"
"CS","Cellular senescence","H3C3"
"CS","Cellular senescence","H3C4"
"CS","Cellular senescence","H3C6"
"CS","Cellular senescence","H3C7"
"CS","Cellular senescence","H3C8"
"CS","Cellular senescence","H4C1"
"CS","Cellular senescence","H4C11"
"CS","Cellular senescence","H4C12"
"CS","Cellular senescence","H4C13"
"CS","Cellular senescence","H4C14"
"CS","Cellular senescence","H4C15"
"CS","Cellular senescence","H4C16"
"CS","Cellular senescence","H4C2"
"CS","Cellular senescence","H4C3"
"CS","Cellular senescence","H4C4"
"CS","Cellular senescence","H4C5"
"CS","Cellular senescence","H4C6"
"CS","Cellular senescence","H4C8"
"CS","Cellular senescence","H4C9"
"CS","Cellular senescence","IFNB1"
"CS","Cellular senescence","JUN"
"CS","Cellular senescence","KDM6B"
"CS","Cellular senescence","MAP2K3"
"CS","Cellular senescence","MAP2K4"
"CS","Cellular senescence","MAP2K6"
"CS","Cellular senescence","MAP2K7"
"CS","Cellular senescence","MAP3K5"
"CS","Cellular senescence","MAP4K4"
"CS","Cellular senescence","MAPK1"
"CS","Cellular senescence","MAPK10"
"CS","Cellular senescence","MAPK11"
"CS","Cellular senescence","MAPK14"
"CS","Cellular senescence","MAPK3"
"CS","Cellular senescence","MAPK8"
"CS","Cellular senescence","MAPK9"
"CS","Cellular senescence","MAPKAPK2"
"CS","Cellular senescence","MAPKAPK3"
"CS","Cellular senescence","MAPKAPK5"
"CS","Cellular senescence","MDM2"
"CS","Cellular senescence","MDM4"
"CS","Cellular senescence","MINK1"
"CS","Cellular senescence","MIR24-1"
"CS","Cellular senescence","MIR24-2"
"CS","Cellular senescence","MOV10"
"CS","Cellular senescence","PHC1"
"CS","Cellular senescence","PHC2"
"CS","Cellular senescence","PHC3"
"CS","Cellular senescence","RBBP4"
"CS","Cellular senescence","RBBP7"
"CS","Cellular senescence","RING1"
"CS","Cellular senescence","RNF2"
"CS","Cellular senescence","RPS27A"
"CS","Cellular senescence","SCMH1"
"CS","Cellular senescence","SUZ12"
"CS","Cellular senescence","TFDP1"
"CS","Cellular senescence","TFDP2"
"CS","Cellular senescence","TNIK"
"CS","Cellular senescence","TNRC6A"
"CS","Cellular senescence","TNRC6B"
"CS","Cellular senescence","TNRC6C"
"CS","Cellular senescence","TP53"
"CS","Cellular senescence","TXN"
"CS","Cellular senescence","UBA52"
"CS","Cellular senescence","UBB"
"CS","Cellular senescence","UBC"
"OSR","Oxidative stress response","CAT"
"OSR","Oxidative stress response","CYBB"
"OSR","Oxidative stress response","CYP1A1"
"OSR","Oxidative stress response","FOS"
"OSR","Oxidative stress response","GCLC"
"OSR","Oxidative stress response","GPX1"
"OSR","Oxidative stress response","GPX3"
"OSR","Oxidative stress response","GSR"
"OSR","Oxidative stress response","GSTT2"
"OSR","Oxidative stress response","HMOX1"
"OSR","Oxidative stress response","JUNB"
"OSR","Oxidative stress response","MAOA"
"OSR","Oxidative stress response","MAPK10"
"OSR","Oxidative stress response","MAPK14"
"OSR","Oxidative stress response","MGST1"
"OSR","Oxidative stress response","MT1X"
"OSR","Oxidative stress response","NFE2L2"
"OSR","Oxidative stress response","NFIX"
"OSR","Oxidative stress response","NFKB1"
"OSR","Oxidative stress response","NOX1"
"OSR","Oxidative stress response","NOX3"
"OSR","Oxidative stress response","NOX4"
"OSR","Oxidative stress response","NOX5"
"OSR","Oxidative stress response","NQO1"
"OSR","Oxidative stress response","SOD1"
"OSR","Oxidative stress response","SOD2"
"OSR","Oxidative stress response","SOD3"
"OSR","Oxidative stress response","SP1"
"OSR","Oxidative stress response","TXN2"
"OSR","Oxidative stress response","TXNRD1"
"OSR","Oxidative stress response","TXNRD2"
"OSR","Oxidative stress response","UGT1A6"
"OSR","Oxidative stress response","XDH"
"MP","Melanocyte proliferation","CLEC12B"
"MP","Melanocyte proliferation","FAP"
"MP","Melanocyte proliferation","OR51E2"
"MP","Melanocyte proliferation","TBX2"
"MP","Melanocyte proliferation","WNT5A"
"MD","Melanocyte differentiation","ADAMTS20"
"MD","Melanocyte differentiation","ADAMTS9"
"MD","Melanocyte differentiation","BCL2"
"MD","Melanocyte differentiation","KITLG"
"MD","Melanocyte differentiation","ZEB2"
"TNFAKB","TNF-α signaling via NF-κB","ABCA1"
"TNFAKB","TNF-α signaling via NF-κB","ACKR3"
"TNFAKB","TNF-α signaling via NF-κB","AREG"
"TNFAKB","TNF-α signaling via NF-κB","ATF3"
"TNFAKB","TNF-α signaling via NF-κB","ATP2B1"
"TNFAKB","TNF-α signaling via NF-κB","B4GALT1"
"TNFAKB","TNF-α signaling via NF-κB","B4GALT5"
"TNFAKB","TNF-α signaling via NF-κB","BCL2A1"
"TNFAKB","TNF-α signaling via NF-κB","BCL3"
"TNFAKB","TNF-α signaling via NF-κB","BCL6"
"TNFAKB","TNF-α signaling via NF-κB","BHLHE40"
"TNFAKB","TNF-α signaling via NF-κB","BIRC2"
"TNFAKB","TNF-α signaling via NF-κB","BIRC3"
"TNFAKB","TNF-α signaling via NF-κB","BMP2"
"TNFAKB","TNF-α signaling via NF-κB","BTG1"
"TNFAKB","TNF-α signaling via NF-κB","BTG2"
"TNFAKB","TNF-α signaling via NF-κB","BTG3"
"TNFAKB","TNF-α signaling via NF-κB","CCL2"
"TNFAKB","TNF-α signaling via NF-κB","CCL20"
"TNFAKB","TNF-α signaling via NF-κB","CCL4"
"TNFAKB","TNF-α signaling via NF-κB","CCL5"
"TNFAKB","TNF-α signaling via NF-κB","CCN1"
"TNFAKB","TNF-α signaling via NF-κB","CCND1"
"TNFAKB","TNF-α signaling via NF-κB","CCNL1"
"TNFAKB","TNF-α signaling via NF-κB","CCRL2"
"TNFAKB","TNF-α signaling via NF-κB","CD44"
"TNFAKB","TNF-α signaling via NF-κB","CD69"
"TNFAKB","TNF-α signaling via NF-κB","CD80"
"TNFAKB","TNF-α signaling via NF-κB","CD83"
"TNFAKB","TNF-α signaling via NF-κB","CDKN1A"
"TNFAKB","TNF-α signaling via NF-κB","CEBPB"
"TNFAKB","TNF-α signaling via NF-κB","CEBPD"
"TNFAKB","TNF-α signaling via NF-κB","CFLAR"
"TNFAKB","TNF-α signaling via NF-κB","CLCF1"
"TNFAKB","TNF-α signaling via NF-κB","CSF1"
"TNFAKB","TNF-α signaling via NF-κB","CSF2"
"TNFAKB","TNF-α signaling via NF-κB","CXCL1"
"TNFAKB","TNF-α signaling via NF-κB","CXCL10"
"TNFAKB","TNF-α signaling via NF-κB","CXCL11"
"TNFAKB","TNF-α signaling via NF-κB","CXCL2"
"TNFAKB","TNF-α signaling via NF-κB","CXCL3"
"TNFAKB","TNF-α signaling via NF-κB","CXCL6"
"TNFAKB","TNF-α signaling via NF-κB","DENND5A"
"TNFAKB","TNF-α signaling via NF-κB","DNAJB4"
"TNFAKB","TNF-α signaling via NF-κB","DRAM1"
"TNFAKB","TNF-α signaling via NF-κB","DUSP1"
"TNFAKB","TNF-α signaling via NF-κB","DUSP2"
"TNFAKB","TNF-α signaling via NF-κB","DUSP4"
"TNFAKB","TNF-α signaling via NF-κB","DUSP5"
"TNFAKB","TNF-α signaling via NF-κB","EDN1"
"TNFAKB","TNF-α signaling via NF-κB","EFNA1"
"TNFAKB","TNF-α signaling via NF-κB","EGR1"
"TNFAKB","TNF-α signaling via NF-κB","EGR2"
"TNFAKB","TNF-α signaling via NF-κB","EGR3"
"TNFAKB","TNF-α signaling via NF-κB","EHD1"
"TNFAKB","TNF-α signaling via NF-κB","EIF1"
"TNFAKB","TNF-α signaling via NF-κB","ETS2"
"TNFAKB","TNF-α signaling via NF-κB","F2RL1"
"TNFAKB","TNF-α signaling via NF-κB","F3"
"TNFAKB","TNF-α signaling via NF-κB","FJX1"
"TNFAKB","TNF-α signaling via NF-κB","FOS"
"TNFAKB","TNF-α signaling via NF-κB","FOSB"
"TNFAKB","TNF-α signaling via NF-κB","FOSL1"
"TNFAKB","TNF-α signaling via NF-κB","FOSL2"
"TNFAKB","TNF-α signaling via NF-κB","FUT4"
"TNFAKB","TNF-α signaling via NF-κB","G0S2"
"TNFAKB","TNF-α signaling via NF-κB","GADD45A"
"TNFAKB","TNF-α signaling via NF-κB","GADD45B"
"TNFAKB","TNF-α signaling via NF-κB","GCH1"
"TNFAKB","TNF-α signaling via NF-κB","GEM"
"TNFAKB","TNF-α signaling via NF-κB","GFPT2"
"TNFAKB","TNF-α signaling via NF-κB","GPR183"
"TNFAKB","TNF-α signaling via NF-κB","HBEGF"
"TNFAKB","TNF-α signaling via NF-κB","HES1"
"TNFAKB","TNF-α signaling via NF-κB","ICAM1"
"TNFAKB","TNF-α signaling via NF-κB","ICOSLG"
"TNFAKB","TNF-α signaling via NF-κB","ID2"
"TNFAKB","TNF-α signaling via NF-κB","IER2"
"TNFAKB","TNF-α signaling via NF-κB","IER3"
"TNFAKB","TNF-α signaling via NF-κB","IER5"
"TNFAKB","TNF-α signaling via NF-κB","IFIH1"
"TNFAKB","TNF-α signaling via NF-κB","IFIT2"
"TNFAKB","TNF-α signaling via NF-κB","IFNGR2"
"TNFAKB","TNF-α signaling via NF-κB","IL12B"
"TNFAKB","TNF-α signaling via NF-κB","IL15RA"
"TNFAKB","TNF-α signaling via NF-κB","IL18"
"TNFAKB","TNF-α signaling via NF-κB","IL1A"
"TNFAKB","TNF-α signaling via NF-κB","IL1B"
"TNFAKB","TNF-α signaling via NF-κB","IL23A"
"TNFAKB","TNF-α signaling via NF-κB","IL6"
"TNFAKB","TNF-α signaling via NF-κB","IL6ST"
"TNFAKB","TNF-α signaling via NF-κB","IL7R"
"TNFAKB","TNF-α signaling via NF-κB","INHBA"
"TNFAKB","TNF-α signaling via NF-κB","IRF1"
"TNFAKB","TNF-α signaling via NF-κB","IRS2"
"TNFAKB","TNF-α signaling via NF-κB","JAG1"
"TNFAKB","TNF-α signaling via NF-κB","JUN"
"TNFAKB","TNF-α signaling via NF-κB","JUNB"
"TNFAKB","TNF-α signaling via NF-κB","KDM6B"
"TNFAKB","TNF-α signaling via NF-κB","KLF10"
"TNFAKB","TNF-α signaling via NF-κB","KLF2"
"TNFAKB","TNF-α signaling via NF-κB","KLF4"
"TNFAKB","TNF-α signaling via NF-κB","KLF6"
"TNFAKB","TNF-α signaling via NF-κB","KLF9"
"TNFAKB","TNF-α signaling via NF-κB","KYNU"
"TNFAKB","TNF-α signaling via NF-κB","LAMB3"
"TNFAKB","TNF-α signaling via NF-κB","LDLR"
"TNFAKB","TNF-α signaling via NF-κB","LIF"
"TNFAKB","TNF-α signaling via NF-κB","LITAF"
"TNFAKB","TNF-α signaling via NF-κB","MAFF"
"TNFAKB","TNF-α signaling via NF-κB","MAP2K3"
"TNFAKB","TNF-α signaling via NF-κB","MAP3K8"
"TNFAKB","TNF-α signaling via NF-κB","MARCKS"
"TNFAKB","TNF-α signaling via NF-κB","MCL1"
"TNFAKB","TNF-α signaling via NF-κB","MSC"
"TNFAKB","TNF-α signaling via NF-κB","MXD1"
"TNFAKB","TNF-α signaling via NF-κB","MYC"
"TNFAKB","TNF-α signaling via NF-κB","NAMPT"
"TNFAKB","TNF-α signaling via NF-κB","NFAT5"
"TNFAKB","TNF-α signaling via NF-κB","NFE2L2"
"TNFAKB","TNF-α signaling via NF-κB","NFIL3"
"TNFAKB","TNF-α signaling via NF-κB","NFKB1"
"TNFAKB","TNF-α signaling via NF-κB","NFKB2"
"TNFAKB","TNF-α signaling via NF-κB","NFKBIA"
"TNFAKB","TNF-α signaling via NF-κB","NFKBIE"
"TNFAKB","TNF-α signaling via NF-κB","NINJ1"
"TNFAKB","TNF-α signaling via NF-κB","NR4A1"
"TNFAKB","TNF-α signaling via NF-κB","NR4A2"
"TNFAKB","TNF-α signaling via NF-κB","NR4A3"
"TNFAKB","TNF-α signaling via NF-κB","OLR1"
"TNFAKB","TNF-α signaling via NF-κB","PANX1"
"TNFAKB","TNF-α signaling via NF-κB","PDE4B"
"TNFAKB","TNF-α signaling via NF-κB","PDLIM5"
"TNFAKB","TNF-α signaling via NF-κB","PER1"
"TNFAKB","TNF-α signaling via NF-κB","PFKFB3"
"TNFAKB","TNF-α signaling via NF-κB","PHLDA1"
"TNFAKB","TNF-α signaling via NF-κB","PHLDA2"
"TNFAKB","TNF-α signaling via NF-κB","PLAU"
"TNFAKB","TNF-α signaling via NF-κB","PLAUR"
"TNFAKB","TNF-α signaling via NF-κB","PLEK"
"TNFAKB","TNF-α signaling via NF-κB","PLK2"
"TNFAKB","TNF-α signaling via NF-κB","PLPP3"
"TNFAKB","TNF-α signaling via NF-κB","PMEPA1"
"TNFAKB","TNF-α signaling via NF-κB","PNRC1"
"TNFAKB","TNF-α signaling via NF-κB","PPP1R15A"
"TNFAKB","TNF-α signaling via NF-κB","PTGER4"
"TNFAKB","TNF-α signaling via NF-κB","PTGS2"
"TNFAKB","TNF-α signaling via NF-κB","PTPRE"
"TNFAKB","TNF-α signaling via NF-κB","PTX3"
"TNFAKB","TNF-α signaling via NF-κB","RCAN1"
"TNFAKB","TNF-α signaling via NF-κB","REL"
"TNFAKB","TNF-α signaling via NF-κB","RELA"
"TNFAKB","TNF-α signaling via NF-κB","RELB"
"TNFAKB","TNF-α signaling via NF-κB","RHOB"
"TNFAKB","TNF-α signaling via NF-κB","RIGI"
"TNFAKB","TNF-α signaling via NF-κB","RIPK2"
"TNFAKB","TNF-α signaling via NF-κB","RNF19B"
"TNFAKB","TNF-α signaling via NF-κB","SAT1"
"TNFAKB","TNF-α signaling via NF-κB","SDC4"
"TNFAKB","TNF-α signaling via NF-κB","SERPINB2"
"TNFAKB","TNF-α signaling via NF-κB","SERPINB8"
"TNFAKB","TNF-α signaling via NF-κB","SERPINE1"
"TNFAKB","TNF-α signaling via NF-κB","SGK1"
"TNFAKB","TNF-α signaling via NF-κB","SIK1"
"TNFAKB","TNF-α signaling via NF-κB","SLC16A6"
"TNFAKB","TNF-α signaling via NF-κB","SLC2A3"
"TNFAKB","TNF-α signaling via NF-κB","SLC2A6"
"TNFAKB","TNF-α signaling via NF-κB","SMAD3"
"TNFAKB","TNF-α signaling via NF-κB","SNN"
"TNFAKB","TNF-α signaling via NF-κB","SOCS3"
"TNFAKB","TNF-α signaling via NF-κB","SOD2"
"TNFAKB","TNF-α signaling via NF-κB","SPHK1"
"TNFAKB","TNF-α signaling via NF-κB","SPSB1"
"TNFAKB","TNF-α signaling via NF-κB","SQSTM1"
"TNFAKB","TNF-α signaling via NF-κB","STAT5A"
"TNFAKB","TNF-α signaling via NF-κB","TANK"
"TNFAKB","TNF-α signaling via NF-κB","TAP1"
"TNFAKB","TNF-α signaling via NF-κB","TGIF1"
"TNFAKB","TNF-α signaling via NF-κB","TIPARP"
"TNFAKB","TNF-α signaling via NF-κB","TLR2"
"TNFAKB","TNF-α signaling via NF-κB","TNC"
"TNFAKB","TNF-α signaling via NF-κB","TNF"
"TNFAKB","TNF-α signaling via NF-κB","TNFAIP2"
"TNFAKB","TNF-α signaling via NF-κB","TNFAIP3"
"TNFAKB","TNF-α signaling via NF-κB","TNFAIP6"
"TNFAKB","TNF-α signaling via NF-κB","TNFAIP8"
"TNFAKB","TNF-α signaling via NF-κB","TNFRSF9"
"TNFAKB","TNF-α signaling via NF-κB","TNFSF9"
"TNFAKB","TNF-α signaling via NF-κB","TNIP1"
"TNFAKB","TNF-α signaling via NF-κB","TNIP2"
"TNFAKB","TNF-α signaling via NF-κB","TRAF1"
"TNFAKB","TNF-α signaling via NF-κB","TRIB1"
"TNFAKB","TNF-α signaling via NF-κB","TRIP10"
"TNFAKB","TNF-α signaling via NF-κB","TSC22D1"
"TNFAKB","TNF-α signaling via NF-κB","TUBB2A"
"TNFAKB","TNF-α signaling via NF-κB","VEGFA"
"TNFAKB","TNF-α signaling via NF-κB","YRDC"
"TNFAKB","TNF-α signaling via NF-κB","ZBTB10"
"TNFAKB","TNF-α signaling via NF-κB","ZC3H12A"
"TNFAKB","TNF-α signaling via NF-κB","ZFP36"
"Apoptosis","Apoptosis","ADD1"
"Apoptosis","Apoptosis","AIFM3"
"Apoptosis","Apoptosis","ANKH"
"Apoptosis","Apoptosis","ANXA1"
"Apoptosis","Apoptosis","APP"
"Apoptosis","Apoptosis","ATF3"
"Apoptosis","Apoptosis","AVPR1A"
"Apoptosis","Apoptosis","BAX"
"Apoptosis","Apoptosis","BCAP31"
"Apoptosis","Apoptosis","BCL10"
